"","QWE","MI","PI","LOCTot","SocDesTot","MachTot","Sex","BehIntTot","ManCheck_1","ManCheck_2","ManCheck_3","Team"
"204","high","ethical","ethical",33,34,34,"Female",8,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",3
"205","low","ethical","ethical",32,27,25,"Female",8,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",4
"206","low","unethical","ethical",26,28,30,"Male",13,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"207","high","unethical","unethical",28,30,16,"Female",6,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"208","low","ethical","unethical",25,29,23,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"209","high","ethical","unethical",30,28,30,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"210","high","unethical","ethical",39,29,25,"Female",6,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",4
"211","high","unethical","ethical",22,32,26,"Male",10,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"212","high","unethical","unethical",30,31,25,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"213","low","unethical","unethical",31,32,33,"Female",16,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"214","high","ethical","unethical",29,30,27,"Female",12,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss was quite accurate in reporting his trip expenses",4
"215","low","ethical","ethical",28,39,34,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"216","high","ethical","ethical",33,33,22,"Female",8,"Good","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",4
"217","high","unethical","ethical",28,33,20,"Female",13,"Neither good nor poor","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",4
"218","high","ethical","ethical",34,23,34,"Female",9,"Good","It was difficult to determine what other people were reporting on their expense reports","The boss increased his expense reports",4
"219","high","ethical","unethical",33,22,22,"Female",16,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"220","high","unethical","unethical",28,25,28,"Female",13,"Neither good nor poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"221","low","ethical","unethical",24,26,17,"Female",14,"Neither good nor poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",4
"222","low","unethical","ethical",30,28,29,"Female",10,"Poor","It was difficult to determine what other people were reporting on their expense reports","It was difficult to determine what the boss was reporting on his expense reports",4
"223","low","ethical","unethical",34,24,29,"Female",4,"Poor","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"224","high","unethical","unethical",35,23,34,"Male",13,"Good","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"225","low","ethical","ethical",29,35,22,"Male",9,"Poor","Employees were quite accurate in reporting their trip expenses","The boss was quite accurate in reporting his trip expenses",4
"226","high","ethical","unethical",25,30,16,"Female",8,"Good","It was typical for employees to increase their expense reports","The boss was quite accurate in reporting his trip expenses",4
"227","low","unethical","unethical",27,30,26,"Female",14,"Poor","It was typical for employees to increase their expense reports","The boss increased his expense reports",4
"228","high","unethical","ethical",28,35,21,"Female",7,"Good","Employees were quite accurate in reporting their trip expenses","The boss increased his expense reports",4
"229","high","ethical","ethical",27,25,24,"Male",10,"Good","Employees were quite accurate in reporting their trip expenses","It was difficult to determine what the boss was reporting on his expense reports",4
